Number of learning samples: 46
Number of validation samples: 6
Number of testing samples: 7
Learning results:
  Accuracy, F1 score, Precision, Recall
0.7571749091148376, 0.503882646560669, 0.7414686679840088, 
0.8030627369880676, 0.5709628462791443, 0.7277913689613342, 
0.7931622862815857, 0.5485642552375793, 0.788925051689148, 
0.8202869892120361, 0.6039100885391235, 0.7339876294136047, 
0.7866702675819397, 0.5360133647918701, 0.8392086029052734, 
0.7830452919006348, 0.5303295254707336, 0.8534534573554993, 
0.8098514080047607, 0.5735054612159729, 0.8157945871353149, 
0.7953246235847473, 0.5479166507720947, 0.8509544730186462, 
0.8161272406578064, 0.5835055708885193, 0.8218857645988464, 
0.8082398176193237, 0.568242609500885, 0.842800498008728, 


Validation results:
  Accuracy, F1 score, Precision, Recall
0.7771438956260681, 0.5096675157546997, 0.7497507929801941, 
0.8179309964179993, 0.5725994110107422, 0.7200275659561157, 
0.8040110468864441, 0.5417919754981995, 0.7783954739570618, 
0.8295696377754211, 0.5974507927894592, 0.7201182246208191, 
0.7917284965515137, 0.5203243494033813, 0.8336417078971863, 
0.784798800945282, 0.5102170705795288, 0.8448423743247986, 
0.8096100091934204, 0.5485048890113831, 0.8220318555831909, 
0.7938209772109985, 0.5230570435523987, 0.8458858132362366, 
0.8145221471786499, 0.5571991801261902, 0.8152915835380554, 
0.8062096238136292, 0.5424537658691406, 0.8310052156448364, 


Testing results:
  Accuracy, F1 score, Precision, Recall
0.7907717823982239, 0.46341201663017273, 0.7046618461608887, 
0.8268197774887085, 0.5256536602973938, 0.6763114333152771, 
0.8189854621887207, 0.5082882642745972, 0.7307039499282837, 
0.8416021466255188, 0.5601669549942017, 0.6794293522834778, 
0.8054224252700806, 0.48498299717903137, 0.79302978515625, 
0.7996183037757874, 0.47640666365623474, 0.8126313090324402, 
0.8201540112495422, 0.5099402666091919, 0.7770638465881348, 
0.8092215657234192, 0.4913070797920227, 0.8087248206138611, 
0.8278487920761108, 0.524050235748291, 0.7796640992164612, 
0.8193448781967163, 0.5081648826599121, 0.8067505359649658, 

