Number of learning samples: 46
Number of validation samples: 6
Number of testing samples: 7
Learning results:
  Accuracy, F1 score, Precision, Recall
0.7216291427612305, 0.43855005502700806, 0.7900183200836182, 
0.7608849406242371, 0.4851204752922058, 0.8013041615486145, 
0.7878072261810303, 0.5230528116226196, 0.782452404499054, 
0.7505578994750977, 0.4738054573535919, 0.8543525338172913, 
0.7795769572257996, 0.5100964903831482, 0.8300573229789734, 
0.7557908296585083, 0.48025473952293396, 0.8696039319038391, 
0.7641940116882324, 0.49018269777297974, 0.8646908402442932, 
0.762900710105896, 0.48875775933265686, 0.8762503862380981, 
0.7739942669868469, 0.5024297833442688, 0.8647895455360413, 
0.747130811214447, 0.471325546503067, 0.8999605774879456, 


Validation results:
  Accuracy, F1 score, Precision, Recall
0.6768450736999512, 0.4688636362552643, 0.810560941696167, 
0.727098286151886, 0.5204975605010986, 0.8201208114624023, 
0.7609094977378845, 0.5639920234680176, 0.7953553199768066, 
0.7136328220367432, 0.5053662061691284, 0.8682571649551392, 
0.751506507396698, 0.5489857792854309, 0.8307563066482544, 
0.72677081823349, 0.5189416408538818, 0.8694599270820618, 
0.7381250262260437, 0.5316164493560791, 0.8608149886131287, 
0.7397929430007935, 0.5331740379333496, 0.8687458634376526, 
0.7514446377754211, 0.5478151440620422, 0.8480662703514099, 
0.7202747464179993, 0.5118326544761658, 0.8911839127540588, 


Testing results:
  Accuracy, F1 score, Precision, Recall
0.7159519791603088, 0.4060896039009094, 0.8055170774459839, 
0.7512522339820862, 0.4446166455745697, 0.8107644319534302, 
0.7778878211975098, 0.4778405427932739, 0.7900687456130981, 
0.7386277914047241, 0.43380531668663025, 0.8617419600486755, 
0.7706958651542664, 0.46968740224838257, 0.8369529247283936, 
0.7441908717155457, 0.4407978355884552, 0.8789806962013245, 
0.7524910569190979, 0.4495674669742584, 0.8735877275466919, 
0.7505167126655579, 0.4478268027305603, 0.8821167349815369, 
0.7635117173194885, 0.46215277910232544, 0.871530294418335, 
0.7345329523086548, 0.4326316714286804, 0.90797358751297, 

